Data;Campeonato;Estadio;Mandante;Visitante;GOLS_H;GOLS_A;Goleiro;Jog1;Jog2;Jog3;Jog4;Jog5;Jog6;Jog7;Jog8;Jog9;Jog10;Jog11;Jog12;Jog13;Jog14;Jog15;Jog16;Jog17;Jog18;Jog19;Jog20;Jog21;Jog22;Jog23;Jog24;LINK
11/10/2012; Campeonato Brasileiro;Fonte Luminosa; Palmeiras; Coritiba;0;1; Bruno; Correa; Maurício Ramos; Thiago Heleno; Leandro; Henrique; Daniel Carvalho; João Denoni; Marcos Assunção; Tiago Real; Vinicius; Luan; Maikon Leite; Obina; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121011-palmeiras-x-coritiba-campeonato-brasileiro-2012/
14/10/2012; Campeonato Brasileiro;Aflitos; Náutico; Palmeiras;1;0; Bruno; Artur; Leandro Amaro; Thiago Heleno; Juninho Pampers; Márcio Araújo; Betinho; João Denoni; Tiago Real; Mazinho Messi Black; Patrick Vieira; Luan; Obina; Vinicius; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121014-nautico-x-palmeiras-campeonato-brasileiro-2012/
17/10/2012; Campeonato Brasileiro;Pituaçu; Bahia; Palmeiras;0;1; Bruno; Artur; Maurício Ramos; Henrique; Leandro; João Denoni; Marcos Assunção; Patrick Vieira; Márcio Araújo; Luan; Betinho; Tiago Real; Barcos; Obina; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121017-bahia-x-palmeiras-campeonato-brasileiro-2012/
20/10/2012; Campeonato Brasileiro;Fonte Luminosa; Palmeiras; Cruzeiro;2;0; Bruno; Artur; Maurício Ramos; Henrique; Leandro; Márcio Araújo; Marcos Assunção; Patrick Vieira; Luan; Obina; Betinho; Wesley; Barcos; Tiago Real; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121020-palmeiras-x-cruzeiro-campeonato-brasileiro-2012/
23/10/2012; Copa Sul-Americana;El Campín; Millonarios; Palmeiras;3;0; Bruno; Artur; Leandro Amaro; Thiago Heleno; Juninho Pampers; Márcio Araújo; Patrik; Betinho; Tiago Real; Daniel Carvalho; Obina; Mazinho Messi Black; Luan; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121023-millonarios-x-palmeiras-copa-sul-americana-2012/
27/10/2012; Campeonato Brasileiro;Beira-Rio; Internacional; Palmeiras;2;1; Bruno; Artur; Maurício Ramos; Henrique; Leandro; Juninho Pampers; João Denoni; Marcos Assunção; Wesley; Maikon Leite; Patrick Vieira; Luan; Obina; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121027-internacional-x-palmeiras-campeonato-brasileiro-2012/
04/11/2012; Campeonato Brasileiro;Fonte Luminosa; Palmeiras; Botafogo-RJ;2;2; Bruno; Artur; Maikon Leite; Maurício Ramos; Henrique; Juninho Pampers; João Denoni; Correa; Marcos Assunção; Wesley; Patrick Vieira; Luan; Obina; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121104-palmeiras-x-botafogo-rj-campeonato-brasileiro-2012/
11/11/2012; Campeonato Brasileiro;Prudentão; Palmeiras; Fluminense;2;3; Bruno; Wesley; Maurício Ramos; Henrique; Roman; Juninho Pampers; João Denoni; Correa; Marcos Assunção; Luan; Patrick Vieira; Obina; Maikon Leite; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121111-palmeiras-x-fluminense-campeonato-brasileiro-2012/
18/11/2012; Campeonato Brasileiro;Raulino de Oliveira; Flamengo; Palmeiras;1;1; Bruno; Artur; Obina; Maurício Ramos; Roman; Juninho Pampers; Márcio Araújo; Correa; Tiago Real; Vinicius; Mazinho Messi Black; Bruno Dybal; Maikon Leite; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121118-flamengo-x-palmeiras-campeonato-brasileiro-2012/
25/11/2012; Campeonato Brasileiro;Pacaembu; Palmeiras; Atlético-GO;1;2; Raphael Alemão; Bruno Oliveira; Wellington; Artur; Juninho Pampers; Correa; Bruno Dybal; Luíz Gustavo; Patrick Vieira; Diego Souza Xavier; Mazinho Messi Black; Índio; Vinicius; Obina; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121125-palmeiras-x-atletico-go-campeonato-brasileiro-2012/
01/12/2012; Campeonato Brasileiro;Vila Belmiro; Santos; Palmeiras;3;1; Raphael Alemão; Artur; Maurício Ramos; Roman; Juninho Pampers; Márcio Araújo; Correa; Bruno Dybal; Diego Souza Xavier; Mazinho Messi Black; Luíz Gustavo; Maikon Leite; Vinicius; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20121201-santos-x-palmeiras-campeonato-brasileiro-2012/
20/01/2013; Campeonato Paulista;Pacaembu; Palmeiras; Bragantino;0;0; Fernando Prass; Ayrton; Caio Mancha; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; Souza; Wesley; Patrick Vieira; Maikon Leite; Luan; Mazinho Messi Black; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130120-palmeiras-x-bragantino-campeonato-paulista-2013/
23/01/2013; Campeonato Paulista;Benedito Teixeira; Oeste; Palmeiras;1;3; Fernando Prass; Ayrton; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; Souza; João Denoni; Wesley; Patrick Vieira; Valdivia; Maikon Leite; Luan; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130123-oeste-x-palmeiras-campeonato-paulista-2013/
27/01/2013; Campeonato Paulista;Pacaembu; Palmeiras; Penapolense;2;3; Fernando Prass; Ayrton; Maurício Ramos; Henrique; Wendel; Márcio Araújo; João Denoni; Valdivia; Wesley; Patrick Vieira; Vinicius; Maikon Leite; Luan; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130127-palmeiras-x-penapolense-campeonato-paulista-2013/
31/01/2013; Campeonato Paulista;Pacaembu; Palmeiras; São Bernardo;3;0; Fernando Prass; Ayrton; Wendel; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; Wesley; Valdivia; Edilson; Vinicius; Patrick Vieira; Barcos; Maikon Leite; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130131-palmeiras-x-sao-bernardo-campeonato-paulista-2013/
03/02/2013; Campeonato Paulista;Barão de Serra Negra; XV de Piracicaba; Palmeiras;3;3; Fernando Prass; Ayrton; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; Caio Mancha; Wesley; Patrick Vieira; Valdivia; Vinicius; João Denoni; Barcos; Maikon Leite; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130203-xv-de-piracicaba-x-palmeiras-campeonato-paulista-2013/
07/02/2013; Campeonato Paulista;Pacaembu; Palmeiras; Atlético Sorocaba;2;0; Fernando Prass; Ayrton; Wendel; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; João Denoni; Wesley; Souza; Patrick Vieira; Maikon Leite; Vinicius; Barcos; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130207-palmeiras-x-atletico-sorocaba-campeonato-paulista-2013/
10/02/2013; Campeonato Paulista;Vail Chaves; Mogi Mirim; Palmeiras;2;2; Fernando Prass; Wendel; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; Ronny; João Denoni; Wesley; Patrick Vieira; Maikon Leite; Vinicius; Caio Mancha; Souza; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130210-mogi-mirim-x-palmeiras-campeonato-paulista-2013/
14/02/2013; Libertadores da América;Pacaembu; Palmeiras; Sporting Cristal;2;1; Fernando Prass; Weldinho; Maurício Ramos; Henrique; Marcelo Oliveira; Vilson; Márcio Araújo; Caio Mancha; Souza; Wesley; Patrick Vieira; João Denoni; Vinicius; Ronny; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130214-palmeiras-x-sporting-cristal-libertadores-da-america-2013/
17/02/2013; Campeonato Paulista;Pacaembu; Corinthians; Palmeiras;2;2; Fernando Prass; Weldinho; Maurício Ramos; Henrique; Marcelo Oliveira; Vilson; Márcio Araújo; Souza; Wesley; Caio Mancha; Patrick Vieira; Charles; Vinicius; Ronny; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130217-sccp-x-palmeiras-campeonato-paulista-2013/
24/02/2013; Campeonato Paulista;Pacaembu; Palmeiras; União Barbarense;1;0; Fernando Prass; Weldinho; Maurício Ramos; Henrique; Marcelo Oliveira; Vilson; Márcio Araújo; Caio Mancha; Souza; Wesley; Valdivia; Patrick Vieira; Vinicius; Leandro; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130224-palmeiras-x-uniao-barbarense-campeonato-paulista-2013/
28/02/2013; Libertadores da América;Nicolás Leoz; Libertad; Palmeiras;2;0; Fernando Prass; Weldinho; Maurício Ramos; Valdivia; Henrique; Marcelo Oliveira; Vilson; Márcio Araújo; Souza; Maikon Leite; Wesley; Patrick Vieira; Kléber Displicente; Vinicius; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130228-libertad-x-palmeiras-libertadores-da-america-2013/
06/03/2013; Libertadores da América;José Dellagiovanna; Tigre; Palmeiras;1;0; Fernando Prass; Weldinho; Maurício Ramos; Henrique; Marcelo Oliveira; Vilson; Márcio Araújo; Wesley; Patrick Vieira; Valdivia; Vinicius; Maikon Leite; Charles; Kléber Displicente; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130306-tigre-x-palmeiras-libertadores-da-america-2013/
10/03/2013; Campeonato Paulista;Morumbi; São Paulo; Palmeiras;0;0; Fernando Prass; Weldinho; Maurício Ramos; Henrique; Juninho Pampers; Vilson; Wesley; Márcio Araújo; Charles; Patrick Vieira; Valdivia; Vinicius; Leandro; Kléber Displicente; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130310-spfc-x-palmeiras-campeonato-paulista-2013/
14/03/2013; Campeonato Paulista;Pacaembu; Palmeiras; Paulista;2;1; Fernando Prass; Weldinho; Maurício Ramos; Léo Gago; Henrique; Marcelo Oliveira; Juninho Pampers; Vilson; Márcio Araújo; Valdivia; Leandro; Patrick Vieira; Vinicius; Kléber Displicente; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130314-palmeiras-x-paulista-campeonato-paulista-2013/
17/03/2013; Campeonato Paulista;Anacleto Campanella; Palmeiras; São Caetano;1;1; Fernando Prass; Weldinho; Maurício Ramos; Henrique; Marcelo Oliveira; Vilson; Márcio Araújo; Wesley; Patrick Vieira; Tiago Real; Vinicius; Leandro; Kléber Displicente; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130317-sao-caetano-x-palmeiras-campeonato-paulista-2013/
20/03/2013; Campeonato Paulista;Pacaembu; Palmeiras; Botafogo-SP;2;0; Fernando Prass; Weldinho; Vilson; Henrique; André Luíz; Juninho Pampers; Márcio Araújo; Charles; Patrick Vieira; Léo Gago; Wesley; Leandro; Kléber Displicente; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130320-palmeiras-x-botafogo-sp-campeonato-paulista-2013/
24/03/2013; Campeonato Paulista;Pacaembu; Palmeiras; Santos;0;0; Fernando Prass; Weldinho; Maurício Ramos; André Luíz; Juninho Pampers; Marcelo Oliveira; Márcio Araújo; Charles; Rondinelly; Léo Gago; Wesley; Leandro; Caio Mancha; Vinicius; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130324-palmeiras-x-santos-campeonato-paulista-2013/
27/03/2013; Campeonato Paulista;José Maria de Campos Maia; Mirassol; Palmeiras;6;2; Fernando Prass; Weldinho; Ayrton; Marcos Vinícius; André Luíz; Juninho Pampers; Márcio Araújo; Charles; Ronny; Léo Gago; João Denoni; Wesley; Leandro; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130327-mirassol-x-palmeiras-campeonato-paulista-2013/
30/03/2013; Campeonato Paulista;Pacaembu; Palmeiras; Linense;2;1; Bruno; Ayrton; Patrick Vieira; Vilson; André Luíz; Marcelo Oliveira; João Denoni; Souza; Wendel; Léo Gago; Ronny; Leandro; Caio Mancha; Vinicius; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130330-palmeiras-x-linense-campeonato-paulista-2013/
02/04/2013; Libertadores da América;Pacaembu; Palmeiras; Tigre;2;0; Fernando Prass; Ayrton; Emerson; Maurício Ramos; Marcelo Oliveira; Juninho Pampers; Márcio Araújo; Charles; Souza; Ronny; Weldinho; Patrick Vieira; Vinicius; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130402-palmeiras-x-tigre-libertadores-da-america-2013/
07/04/2013; Campeonato Paulista;Moisés Lucarelli; Ponte Preta; Palmeiras;1;2; Fernando Prass; Ayrton; Vilson; André Luíz; Juninho Pampers; João Denoni; Charles; Souza; Wendel; Tiago Real; Ronny; Leandro; Caio Mancha; Vinicius; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130407-ponte-preta-x-palmeiras-campeonato-paulista-2013/
11/04/2013; Libertadores da América;Pacaembu; Palmeiras; Libertad;1;0; Fernando Prass; Ayrton; Maurício Ramos; Henrique; Marcelo Oliveira; Márcio Araújo; Charles; Wendel; Souza; Tiago Real; Juninho Pampers; Wesley; Vinicius; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130411-palmeiras-x-libertad-libertadores-da-america-2013/
14/04/2013; Campeonato Paulista;Pacaembu; Palmeiras; Guarani;4;1; Fernando Prass; Ayrton; Weldinho; Vilson; André Luíz; Marcelo Oliveira; João Denoni; Rondinelly; Léo Gago; Souza; Charles; Tiago Real; Ronny; Vinicius; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130414-palmeiras-x-guarani-campeonato-paulista-2013/
18/04/2013; Libertadores da América;Miguel Grau (Callao); Sporting Cristal; Palmeiras;1;0; Fernando Prass; Ayrton; Vilson; Maurício Ramos; Marcelo Oliveira; Tiago Real; Márcio Araújo; Charles; Maikon Leite; Souza; Juninho Pampers; Emerson; Wendel; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130418-sporting-cristal-x-palmeiras-libertadores-da-america-2013/
21/04/2013; Campeonato Paulista;Novelli Junior; Ituano; Palmeiras;2;1; Fernando Prass; Bruno; Weldinho; Maurício Ramos; Henrique; Juninho Pampers; João Denoni; Vilson; Léo Gago; Wesley; Maikon Leite; Tiago Real; Vinicius; Leandro; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130421-ituano-x-palmeiras-campeonato-paulista-2013/
27/04/2013; Campeonato Paulista;Vila Belmiro; Santos; Palmeiras;1;1; Bruno; Ayrton; Maurício Ramos; Henrique; Marcelo Oliveira; Márcio Araújo; Souza; Charles; Léo Gago; Kléber Displicente; Wesley; Vinicius; Maikon Leite; Leandro; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130427-santos-x-palmeiras-campeonato-paulista-2013/
30/04/2013; Libertadores da América;Caliente; Tijuana; Palmeiras;0;0; Bruno; Ayrton; Maurício Ramos; Henrique; Marcelo Oliveira; Márcio Araújo; Charles; André Luíz; Wesley; Souza; Tiago Real; Vinicius; Ronny; Kléber Displicente; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130430-tijuana-x-palmeiras-libertadores-da-america-2013/
14/05/2013; Libertadores da América;Pacaembu; Palmeiras; Tijuana;1;2; Bruno; Ayrton; Maurício Ramos; Henrique; Marcelo Oliveira; Juninho Pampers; Márcio Araújo; Charles; Maikon Leite; Wesley; Souza; Tiago Real; Vinicius; Kléber Displicente; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130514-palmeiras-x-tijuana-libertadores-da-america-2013/
25/05/2013; Campeonato Brasileiro B;Novelli Junior; Palmeiras; Atlético-GO;1;0; Bruno; Ayrton; Maurício Ramos; André Luíz; Henrique; Juninho Pampers; Márcio Araújo; Charles; Tiago Real; Vinicius; Ronny; Leandro; Maikon Leite; Kléber Displicente; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130525-palmeiras-x-atletico-go-campeonato-brasileiro-b-2013/
28/05/2013; Campeonato Brasileiro B;Coaracy Fonseca; ASA; Palmeiras;0;3; Bruno; Ayrton; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; Charles; Marcelo Oliveira; Wesley; Ronny; Tiago Real; Leandro; Kléber Displicente; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130528-asa-x-palmeiras-campeonato-brasileiro-b-2013/
01/06/2013; Campeonato Brasileiro B;Novelli Junior; Palmeiras; América-MG;0;1; Bruno; Ayrton; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; Charles; Wesley; Caio Mancha; Tiago Real; Ronny; Vinicius; Maikon Leite; Leandro; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130601-palmeiras-x-america-mg-campeonato-brasileiro-b-2013/
04/06/2013; Campeonato Brasileiro B;Novelli Junior; Palmeiras; Avaí;2;1; Bruno; Ayrton; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; Charles; Ronny; Tiago Real; Fernandinho; Vinicius; Serginho; Leandro; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130604-palmeiras-x-avai-campeonato-brasileiro-b-2013/
08/06/2013; Campeonato Brasileiro B;Ilha do Retiro; Sport; Palmeiras;1;0; Bruno; Ayrton; Maurício Ramos; Henrique; Juninho Pampers; Márcio Araújo; Charles; Fernandinho; Tiago Real; Vinicius; Serginho; Caio Mancha; Leandro; André Luíz; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130608-sport-x-palmeiras-campeonato-brasileiro-b-2013/
11/06/2013; Campeonato Brasileiro B;Barretão (RN); América-RN; Palmeiras;0;2; Bruno; Ayrton; Maurício Ramos; André Luíz; Juninho Pampers; Henrique; Wesley; Tiago Real; Fernandinho; Serginho; Ananias; Vinicius; Marcelo Oliveira; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130611-america-rn-x-palmeiras-campeonato-brasileiro-b-2013/
06/07/2013; Campeonato Brasileiro B;Prudentão; Palmeiras; Oeste;4;0; Fernando Prass; Luís Felipe; André Luíz; Henrique; Juninho Pampers; Márcio Araújo; Charles; Wesley; Valdivia; Mendieta; Vinicius; Caio Mancha; Leandro; Serginho; Juninho Lola;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130706-palmeiras-x-oeste-campeonato-brasileiro-b-2013/
12/07/2013; Campeonato Brasileiro B;Pacaembu; Palmeiras; ABC;4;1; Fernando Prass; Luís Felipe; André Luíz; Henrique; Juninho Pampers; Márcio Araújo; Charles; Mendieta; Wesley; Valdivia; Caio Mancha; Vinicius; Leandro; Serginho; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130712-palmeiras-x-abc-campeonato-brasileiro-b-2013/
20/07/2013; Campeonato Brasileiro B;Orlando Scarpelli; Figueirense; Palmeiras;2;3; Fernando Prass; Luís Felipe; Vilson; André Luíz; Juninho Pampers; Márcio Araújo; Charles; Alan Kardec; Wesley; Valdivia; Vinicius; Ronny; Leandro; Ananias; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130720-figueirense-x-palmeiras-campeonato-brasileiro-b-2013/
27/07/2013; Campeonato Brasileiro B;Dario Rodrigues Leite; Guaratinguetá; Palmeiras;1;1; Fernando Prass; Luís Felipe; André Luíz; Henrique; Juninho Pampers; Márcio Araújo; Mendieta; Charles; Alan Kardec; Wesley; Valdivia; Vinicius; Ronny; Leandro; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130727-guaratingueta-x-palmeiras-campeonato-brasileiro-b-2013/
30/07/2013; Campeonato Brasileiro B;Pacaembu; Palmeiras; Icasa;4;0; Fernando Prass; Luís Felipe; Vilson; Henrique; Juninho Pampers; Márcio Araújo; Charles; Wesley; Mendieta; Valdivia; Vinicius; Alan Kardec; Leandro; Ananias; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130730-palmeiras-x-icasa-campeonato-brasileiro-b-2013/
02/08/2013; Campeonato Brasileiro B;Pacaembu; Palmeiras; Bragantino;2;1; Fernando Prass; Luís Felipe; Eguren; Vilson; Henrique; Juninho Pampers; Márcio Araújo; Charles; Wesley; Valdivia; Mendieta; Leandro; Alan Kardec; Vinicius; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130802-palmeiras-x-bragantino-campeonato-brasileiro-b-2013/
06/08/2013; Campeonato Brasileiro B;Anacleto Campanella; São Caetano; Palmeiras;1;2; Fernando Prass; Luís Felipe; Vilson; Henrique; Juninho Pampers; Márcio Araújo; Wesley; Mendieta; Felipe Menezes; Ananias; Marcelo Oliveira; Leandro; André Luíz; Alan Kardec; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130806-sao-caetano-x-palmeiras-campeonato-brasileiro-b-2013/
10/08/2013; Campeonato Brasileiro B;Pacaembu; Palmeiras; Paraná;2;1; Fernando Prass; Luís Felipe; Vilson; Henrique; Juninho Pampers; Márcio Araújo; Charles; Mendieta; Wesley; Valdivia; Eguren; Leandro; Ananias; Alan Kardec; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130810-palmeiras-x-parana-campeonato-brasileiro-b-2013/
13/08/2013; Campeonato Brasileiro B;Arena Joinville; Joinville; Palmeiras;0;1; Fernando Prass; Luís Felipe; Vilson; Henrique; Juninho Pampers; Márcio Araújo; Charles; Wesley; Mendieta; Felipe Menezes; Ananias; Marcelo Oliveira; Leandro; Caio Mancha; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130813-joinville-x-palmeiras-campeonato-brasileiro-b-2013/
17/08/2013; Campeonato Brasileiro B;Pacaembu; Palmeiras; Paysandu;3;2; Fernando Prass; Luís Felipe; Vilson; Tiago Alves; Henrique; Juninho Pampers; Márcio Araújo; Ronny; Charles; Felipe Menezes; Wesley; Mendieta; Leandro; Alan Kardec; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130817-palmeiras-x-paysandu-campeonato-brasileiro-b-2013/
21/08/2013; Copa do Brasil;Pacaembu; Palmeiras; Atlético-PR;1;0; Fernando Prass; Luís Felipe; Vilson; Henrique; Juninho Pampers; Ronny; Márcio Araújo; Charles; Eguren; Wesley; Mendieta; Ananias; Serginho; Alan Kardec; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130821-palmeiras-x-atletico-pr-copa-do-brasil-2013/
24/08/2013; Campeonato Brasileiro B;Melão; Boa Esporte; Palmeiras;1;0; Bruno; Luís Felipe; Tiago Alves; Henrique; Fernandinho; Márcio Araújo; Eguren; Mendieta; Charles; Ronny; Felipe Menezes; Ananias; Serginho; Alan Kardec; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130824-boa-esporte-x-palmeiras-campeonato-brasileiro-b-2013/
28/08/2013; Copa do Brasil;Durival Britto e Silva; Atlético-PR; Palmeiras;3;0; Fernando Prass; Luís Felipe; Vilson; Henrique; Juninho Pampers; Caio Mancha; Márcio Araújo; Fernandinho; Charles; Ronny; Wesley; Mendieta; Leandro; Alan Kardec; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130828-atletico-pr-x-palmeiras-copa-do-brasil-2013/
31/08/2013; Campeonato Brasileiro B;Castelão (CE); Ceará; Palmeiras;2;2; Fernando Prass; Luís Felipe; Tiago Alves; Henrique; Juninho Pampers; Márcio Araújo; Wesley; Mendieta; Ronny; Valdivia; Felipe Menezes; Leandro; Alan Kardec; Gilson Kleina;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130831-ceara-x-palmeiras-campeonato-brasileiro-b-2013/
03/09/2013; Campeonato Brasileiro B;Pacaembu; Palmeiras; Chapecoense;0;0; Fernando Prass; Luís Felipe; Tiago Alves; André Luíz; Juninho Pampers; Márcio Araújo; Wesley; Mendieta; Felipe Menezes; Serginho; Ronny; Vinicius; Alan Kardec; Gilson Kleina;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130903-palmeiras-x-chapecoense-campeonato-brasileiro-b-2013/
07/09/2013; Campeonato Brasileiro B;Juscelino Kubitscheck; Atlético-GO; Palmeiras;1;3; Fernando Prass; Luís Felipe; Vilson; Tiago Alves; Wendel; Léo Gago; Márcio Araújo; Wesley; Felipe Menezes; Charles; Vinicius; Serginho; Alan Kardec; Leandro; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130907-atletico-go-x-palmeiras-campeonato-brasileiro-b-2013/
10/09/2013; Campeonato Brasileiro B;Pacaembu; Palmeiras; ASA;3;0; Fernando Prass; Luís Felipe; Vilson; Tiago Alves; André Luíz; Wendel; Márcio Araújo; Wesley; Felipe Menezes; Valdivia; Vinicius; Serginho; Alan Kardec; Leandro; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130910-palmeiras-x-asa-campeonato-brasileiro-b-2013/
14/09/2013; Campeonato Brasileiro B;Independência; América-MG; Palmeiras;1;1; Fernando Prass; Luís Felipe; Vilson; Henrique; Wendel; Márcio Araújo; Wesley; Mendieta; Serginho; Valdivia; Felipe Menezes; Leandro; Ananias; Alan Kardec; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130914-america-mg-x-palmeiras-campeonato-brasileiro-b-2013/
17/09/2013; Campeonato Brasileiro B;Ressacada; Avaí; Palmeiras;2;4; Fernando Prass; Wendel; Vilson; Henrique; Juninho Pampers; Márcio Araújo; Wesley; Mendieta; Charles; Valdivia; Eguren; Vinicius; Leandro; Ananias; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130917-avai-x-palmeiras-campeonato-brasileiro-b-2013/
21/09/2013; Campeonato Brasileiro B;Pacaembu; Palmeiras; Sport;2;1; Fernando Prass; Luís Felipe; Vilson; Henrique; Juninho Pampers; Márcio Araújo; Wesley; Eguren; Valdivia; Felipe Menezes; Ananias; Alan Kardec; Charles; Vinicius; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130921-palmeiras-x-sport-campeonato-brasileiro-b-2013/
28/09/2013; Campeonato Brasileiro B;Pacaembu; Palmeiras; América-RN;0;0; Fernando Prass; Luís Felipe; Wendel; Vilson; Henrique; Juninho Pampers; Márcio Araújo; Charles; Valdivia; Vinicius; Caio Mancha; Alan Kardec; Leandro; Serginho; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20130928-palmeiras-x-america-rn-campeonato-brasileiro-b-2013/
01/10/2013; Campeonato Brasileiro B;Benedito Teixeira; Oeste; Palmeiras;0;2; Fernando Prass; Wendel; Vilson; Henrique; Juninho Pampers; Márcio Araújo; Charles; Eguren; Wesley; Valdivia; Vinicius; Leandro; Alan Kardec; Serginho; Gilson Kleina;;;;;;;;;;;https://www.verdazzo.com.br/jogo/20131001-oeste-x-palmeiras-campeonato-brasileiro-b-2013/
