Data;Campeonato;Estadio;Mandante;Visitante;GOLS_H;GOLS_A;Goleiro;Jog1;Jog2;Jog3;Jog4;Jog5;Jog6;Jog7;Jog8;Jog9;Jog10;Jog11;Jog12;Jog13;Jog14;Jog15;Jog16;Jog17;Jog18;Jog19;Jog20;Jog21;Jog22;Jog23;Jog24;LINK
02/11/1947; Campeonato Paulista;Pacaembu; Palmeiras; Portuguesa;2;1; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Lima; Canhotinho; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19471102-palmeiras-x-portuguesa-campeonato-paulista-1947/
05/11/1947; Amistoso;Pacaembu; Palmeiras; Fluminense;3;0; Oberdan; Caieira; Palante; Turcão; Gengo; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Lima; Renato; Oswaldinho; Canhotinho; Mantovani; Oswaldo Brandão;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19471105-palmeiras-x-fluminense-amistoso-1947/
16/11/1947; Amistoso;Rua General Carneiro; Esportiva Sanjoanense; Palmeiras;0;1; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Gengo; Waldemar Fiúme; Lula; Renato; Mário Miranda; Oswaldinho; Bóvio; Canhotinho; Mantovani; Oswaldo Brandão;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19471116-esportiva-sanjoanense-x-palmeiras-amistoso-1947/
23/11/1947; Campeonato Paulista;Pacaembu; Corinthians; Palmeiras;2;0; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Lima; Canhotinho; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19471123-sccp-x-palmeiras-campeonato-paulista-1947/
29/11/1947; Campeonato Paulista;Pacaembu; Palmeiras; Ypiranga;2;1; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Canhotinho; Mantovani; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19471129-palmeiras-x-ypiranga-campeonato-paulista-1947/
02/12/1947; Amistoso;Pacaembu; Palmeiras; Miramar;8;2; Oberdan; Palante; Turcão; Zezé Procópio; Tremembe; Túlio; Geraldo; Waldemar Fiúme; Manduco; Lula; Arthurzinho; Renato; Oswaldinho; Canhotinho; Bóvio; Gengo; Oswaldo Brandão;;;;;;;;;https://www.verdazzo.com.br/jogo/19471202-palmeiras-x-miramar-amistoso-1947/
07/12/1947; Campeonato Paulista;Ulrico Mursa; Jabaquara; Palmeiras;1;3; Oberdan; Caieira; Turcão; Gengo; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Canhotinho; Mantovani; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19471207-jabaquara-x-palmeiras-campeonato-paulista-1947/
14/12/1947; Campeonato Paulista;Pacaembu; Palmeiras; São Paulo;1;1; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Lima; Canhotinho; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19471214-palmeiras-x-spfc-campeonato-paulista-1947/
17/12/1947; Amistoso;Pacaembu; Palmeiras; Flamengo;3;0; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Gengo; Lula; Arthurzinho; Oswaldinho; Bóvio; Lima; Canhotinho; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19471217-palmeiras-x-flamengo-amistoso-1947/
28/12/1947; Campeonato Paulista;Vila Belmiro; Santos; Palmeiras;1;2; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Lima; Canhotinho; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19471228-santos-x-palmeiras-campeonato-paulista-1947/
03/01/1948; Campeonato Paulista;Pacaembu; Palmeiras; Comercial da Capital;2;0; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Lima; Canhotinho; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480103-palmeiras-x-comercial-da-capital-campeonato-paulista-1947/
07/01/1948; Torneio de Campeões SP-RJ;Pacaembu; Palmeiras; Vasco da Gama;2;1; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Bóvio; Oswaldinho; Mário Miranda; Lima; Canhotinho; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480107-palmeiras-x-vasco-da-gama-torneio-de-campeoes-sp-rj-1948/
10/01/1948; Torneio de Campeões SP-RJ;São Januário; Vasco da Gama; Palmeiras;3;1; Oberdan; Caieira; Palante; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Lima; Canhotinho; Mário Miranda; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480110-vasco-da-gama-x-palmeiras-torneio-de-campeoes-sp-rj-1948/
18/01/1948; Amistoso;Pacaembu; Palmeiras; River Plate;1;2; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Lima; Paulo; Arthurzinho; Bóvio; Oswaldinho; Canhotinho; Mário Miranda; Oswaldo Brandão;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480118-palmeiras-x-river-plate-amistoso-1948/
31/01/1948; Amistoso;Pacaembu; Palmeiras; Boca Júniors;2;1; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Lima; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480131-palmeiras-x-boca-juniors-amistoso-1948/
04/02/1948; Torneio de Campeões SP-RJ;Pacaembu; Palmeiras; Vasco da Gama;2;1; Oberdan; Gabriel Rodrigues; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Lima; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480204-palmeiras-x-vasco-da-gama-torneio-de-campeoes-sp-rj-1948/
29/02/1948; Troféu de Campeões São Paulo Bahia;Campo da Graça; Bahia; Palmeiras;1;4; Oberdan; Caieira; Palante; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Oswaldinho; Lima; Mário Miranda; Canhotinho; Cláudio Cardoso;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480229-bahia-x-palmeiras-trofeu-de-campeoes-sao-paulo-bahia-1948/
03/03/1948; Amistoso;Campo da Graça; Ypiranga-BA; Palmeiras;3;2; Gabriel Rodrigues; Caieira; Turcão; Zezé Procópio; Og Moreira; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Lima; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480303-ypiranga-ba-x-palmeiras-amistoso-1948/
07/03/1948; Troféu de Campeões São Paulo Bahia;Campo da Graça; Bahia; Palmeiras;0;3; Oberdan; Caieira; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Gengo; Lula; Arthurzinho; Bóvio; Oswaldinho; Lima; Mário Miranda; Canhotinho; Cláudio Cardoso;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480307-bahia-x-palmeiras-trofeu-de-campeoes-sao-paulo-bahia-1948/
14/03/1948; Amistoso;Vila Leme; Combinado São João/Paulista de Jundiaí; Palmeiras;1;5; Oberdan; Lourenço; Palante; Turcão; Agripino; Og Moreira; Gengo; Aldo; Arthurzinho; Bóvio; Oswaldinho; Renato; Miltinho; Mário Miranda; Cláudio Cardoso;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480314-selecao-de-jundiai-x-palmeiras-amistoso-1948/
21/03/1948; Amistoso;Rua Barão Geraldo de Resende; Guarani; Palmeiras;2;4; Oberdan; Caieira; Palante; Turcão; Og Moreira; Waldemar Fiúme; Gengo; Manduco; Lula; Arthurzinho; Bóvio; Miltinho; Oswaldinho; Mário Miranda; Cláudio Cardoso;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480321-guarani-x-palmeiras-amistoso-1948/
28/03/1948; Amistoso;Estádio da Bela Vista; Francana; Palmeiras;2;3; Oberdan; Caieira; Turcão; Og Moreira; Manduco; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Renato; Miltinho; Oswaldinho; Mantovani; Mário Miranda; Cláudio Cardoso;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480328-francana-x-palmeiras-amistoso-1948/
04/04/1948; Amistoso;Pacaembu; Ypiranga; Palmeiras;1;3; Oberdan; Caieira; Turcão; Og Moreira; Manduco; Gengo; Waldemar Fiúme; Lula; Aldo; Miltinho; Renato; Oswaldinho; Bóvio; Mário Miranda; Mantovani; Cláudio Cardoso;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480404-ypiranga-x-palmeiras-amistoso-1948/
21/04/1948; Taça Cidade de São Paulo;Pacaembu; Portuguesa; Palmeiras;4;1; Oberdan; Caieira; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Canhotinho; Mário Miranda; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480421-portuguesa-x-palmeiras-taca-cidade-de-sao-paulo-1948/
25/04/1948; Taça Cidade de São Paulo;Pacaembu; Palmeiras; Corinthians;6;0; Oberdan; Caieira; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Canhotinho; Oswaldinho; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480425-palmeiras-x-sccp-taca-cidade-de-sao-paulo-1948/
02/05/1948; Torneio Início;Pacaembu; Ypiranga; Palmeiras;0;0; Oberdan; Palante; Turcão; Agripino; Waldemar Fiúme; Manduco; Lula; Arthurzinho; Oswaldinho; Canhotinho; Mantovani; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480502-ypiranga-x-palmeiras-torneio-inicio-1948/
02/05/1948; Torneio Início;Pacaembu; Palmeiras; Santos;1;0; Oberdan; Palante; Turcão; Agripino; Waldemar Fiúme; Manduco; Lula; Arthurzinho; Oswaldinho; Canhotinho; Mantovani; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480502-palmeiras-x-santos-torneio-inicio-1948/
05/05/1948; Taça Cidade de São Paulo;Pacaembu; Palmeiras; Portuguesa;3;3; Oberdan; Caieira; Turcão; Palante; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Bóvio; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480505-palmeiras-x-portuguesa-taca-cidade-de-sao-paulo-1948/
08/05/1948; Taça Cidade de São Paulo;Pacaembu; Corinthians; Palmeiras;1;1; Oberdan; Caieira; Turcão; Palante; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Bóvio; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480508-sccp-x-palmeiras-taca-cidade-de-sao-paulo-1948/
15/05/1948; Campeonato Paulista;Pacaembu; Palmeiras; Jabaquara;2;1; Oberdan; Caieira; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Oswaldinho; Bóvio; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480515-palmeiras-x-jabaquara-campeonato-paulista-1948/
21/05/1948; Amistoso;Pacaembu; Palmeiras; Vasco da Gama;2;2; Oberdan; Caieira; Turcão; Og Moreira; Palante; Túlio; Waldemar Fiúme; Aldo; Arthurzinho; Oswaldinho; Canhotinho; Mantovani; Cláudio Cardoso;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480521-palmeiras-x-vasco-da-gama-amistoso-1948/
30/05/1948; Campeonato Paulista;Pacaembu; Palmeiras; Santos;0;2; Oberdan; Caieira; Turcão; Palante; Túlio; Waldemar Fiúme; Aldo; Arthurzinho; Bóvio; Canhotinho; Mantovani; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480530-palmeiras-x-santos-campeonato-paulista-1948/
13/06/1948; Campeonato Paulista;Pacaembu; Palmeiras; Ypiranga;1;1; Oberdan; Caieira; Turcão; Palante; Túlio; Waldemar Fiúme; Miltinho; Arthurzinho; Oswaldinho; Lima; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480613-palmeiras-x-ypiranga-campeonato-paulista-1948/
27/06/1948; Campeonato Paulista;Ulrico Mursa; Portuguesa Santista; Palmeiras;2;1; Oberdan; Caieira; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lima; Miltinho; Oswaldinho; Canhotinho; Mário Miranda; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480627-portuguesa-santista-x-palmeiras-campeonato-paulista-1948/
04/07/1948; Campeonato Paulista;Pacaembu; Palmeiras; Portuguesa;0;0; Oberdan; Caieira; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lima; Lula; Oswaldinho; Manduco; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480704-palmeiras-x-portuguesa-campeonato-paulista-1948/
07/07/1948; Campeonato Paulista;Pacaembu; Comercial da Capital; Palmeiras;1;2; Oberdan; Caieira; Gengo; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Lima; Oswaldinho; Manduco; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480707-comercial-da-capital-x-palmeiras-campeonato-paulista-1948/
18/07/1948; Amistoso;Pacaembu; Palmeiras; Torino;1;1; Oberdan; Caieira; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Lima; Oswaldinho; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480718-palmeiras-x-torino-amistoso-1948/
25/07/1948; Amistoso;Salles de Oliveira; Sport de Juiz de Fora; Palmeiras;0;2; Oberdan; Turcão; Manduco; Og Moreira; Túlio; Waldemar Fiúme; Lula; Lima; Hamilton; Oswaldinho; Bóvio; Canhotinho; Mantovani; Cláudio Cardoso;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480725-sport-de-juiz-de-fora-x-palmeiras-amistoso-1948/
15/08/1948; Campeonato Paulista;Pacaembu; São Paulo; Palmeiras;2;1; Oberdan; Caieira; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Lima; Oswaldinho; Manduco; Canhotinho; Cláudio Cardoso;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480815-spfc-x-palmeiras-campeonato-paulista-1948/
21/08/1948; Campeonato Paulista;Pacaembu; Juventus; Palmeiras;1;0; Oberdan; Caieira; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Arthurzinho; Bóvio; Lima; Canhotinho; Lula; Ventura Cambón;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480821-juventus-x-palmeiras-campeonato-paulista-1948/
29/08/1948; Campeonato Paulista;Rua Javari; Nacional; Palmeiras;1;3; Oberdan; Caieira; Turcão; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Lima; Bóvio; Canhotinho; Mário Miranda; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480829-nacional-x-palmeiras-campeonato-paulista-1948/
05/09/1948; Campeonato Paulista;Pacaembu; Palmeiras; Corinthians;1;1; Oberdan; Caieira; Gengo; Og Moreira; Túlio; Waldemar Fiúme; Lula; Lima; Oswaldinho; Bóvio; Canhotinho; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480905-palmeiras-x-sccp-campeonato-paulista-1948/
12/09/1948; Campeonato Paulista;Palestra Italia; Palmeiras; Portuguesa Santista;1;0; Oberdan; Caieira; Manduco; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Harry; Oswaldinho; Bóvio; Canhotinho; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480912-palmeiras-x-portuguesa-santista-campeonato-paulista-1948/
22/09/1948; Amistoso;Pacaembu; Corinthians; Palmeiras;1;2; Oberdan; Jamil; Palante; Gengo; Zezé Procópio; Túlio; Waldemar Fiúme; Lombardini; Lula; Saladero; Bóvio; Lero; Mantovani; Canhotinho; Washington; Félix Magno;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480922-sccp-x-palmeiras-amistoso-1948/
25/09/1948; Campeonato Paulista;Pacaembu; Palmeiras; Juventus;2;2; Oberdan; Caieira; Gengo; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Harry; Oswaldinho; Canhotinho; Lombardini; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480925-palmeiras-x-juventus-campeonato-paulista-1948/
29/09/1948; Amistoso;Pacaembu; Palmeiras; Flamengo;5;2; Oberdan; Lourenço; Caieira; Manduco; Gengo; Zezé Procópio; Túlio; Waldemar Fiúme; Lombardini; Lula; Harry; Miltinho; Bóvio; Lero; Canhotinho; Félix Magno;;;;;;;;;;https://www.verdazzo.com.br/jogo/19480929-palmeiras-x-flamengo-amistoso-1948/
03/10/1948; Amistoso;Adhemar de Barros; São Paulo de Araçatuba; Palmeiras;1;0; Oberdan; Tremembe; Gengo; Agripino; Waldemar Fiúme; Manduco; Lula; Lombardini; Harry; Bóvio; Washington; Lero; Canhotinho; Félix Magno;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481003-sao-paulo-de-aracatuba-x-palmeiras-amistoso-1948/
10/10/1948; Campeonato Paulista;Vila Belmiro; Santos; Palmeiras;3;2; Oberdan; Caieira; Gengo; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Harry; Oswaldinho; Lero; Canhotinho; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481010-santos-x-palmeiras-campeonato-paulista-1948/
17/10/1948; Campeonato Paulista;Palestra Italia; Palmeiras; Comercial da Capital;2;1; Oberdan; Caieira; Gengo; Zezé Procópio; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Lero; Canhotinho; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481017-palmeiras-x-comercial-da-capital-campeonato-paulista-1948/
24/10/1948; Campeonato Paulista;Palestra Italia; Palmeiras; Nacional;3;0; Lourenço; Caieira; Gengo; Agripino; Túlio; Waldemar Fiúme; Lula; Arthurzinho; Bóvio; Lero; Lima; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481024-palmeiras-x-nacional-campeonato-paulista-1948/
31/10/1948; Amistoso;Estádio do São Joaquim; São Joaquim; Palmeiras;2;1; Oberdan; Palante; Gengo; Agripino; Túlio; Waldemar Fiúme; Aldo; Bóvio; Lula; Arthurzinho; Lima; Mário Miranda; Félix Magno;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481031-sao-joaquim-x-palmeiras-amistoso-1948/
15/11/1948; Campeonato Paulista;Pacaembu; Portuguesa; Palmeiras;5;2; Oberdan; Caieira; Gengo; Agripino; Túlio; Waldemar Fiúme; Aldo; Arthurzinho; Bóvio; Lero; Lima; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481115-portuguesa-x-palmeiras-campeonato-paulista-1948/
21/11/1948; Campeonato Paulista;Pacaembu; Ypiranga; Palmeiras;3;0; Lourenço; Caieira; Turcão; Agripino; Gengo; Waldemar Fiúme; Lula; Lima; Oswaldinho; Lero; Mário Miranda; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481121-ypiranga-x-palmeiras-campeonato-paulista-1948/
28/11/1948; Campeonato Paulista;Pacaembu; Palmeiras; São Paulo;3;3; Oberdan; Palante; Gengo; Og Moreira; Túlio; Waldemar Fiúme; Lula; Harry; Bóvio; Canhotinho; Lima; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481128-palmeiras-x-spfc-campeonato-paulista-1948/
05/12/1948; Campeonato Paulista;Ulrico Mursa; Jabaquara; Palmeiras;1;2; Oberdan; Palante; Gengo; Og Moreira; Túlio; Waldemar Fiúme; Oswaldinho; Lero; Bóvio; Canhotinho; Lima; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481205-jabaquara-x-palmeiras-campeonato-paulista-1948/
19/12/1948; Amistoso;Moisés Lucarelli; Ponte Preta; Palmeiras;0;1; Oberdan; Palante; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Harry; Renato; Lero; Oswaldinho; Canhotinho; Lombardini; Mantovani; Félix Magno;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481219-ponte-preta-x-palmeiras-amistoso-1948/
26/12/1948; Campeonato Paulista;Pacaembu; Corinthians; Palmeiras;2;1; Oberdan; Caieira; Gengo; Palante; Túlio; Waldemar Fiúme; Lula; Miltinho; Lima; Canhotinho; Lombardini; Félix Magno;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19481226-sccp-x-palmeiras-campeonato-paulista-1948/
09/01/1949; Taça R.Monteiro;Pacaembu; Corinthians; Palmeiras;3;2; Oberdan; Palante; Turcão; Agripino; Túlio; Gengo; Manduco; Lula; Xavier; Oswaldinho; Washington; Canhotinho; Lombardini; Ventura Cambón;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490109-sccp-x-palmeiras-taca-r-monteiro-1949/
19/01/1949; Taça R.Monteiro;Pacaembu; Portuguesa; Palmeiras;3;2; Oberdan; Palante; Turcão; Og Moreira; Agripino; Manduco; Waldemar Fiúme; Lula; Xavier; Lima; Washington; Canhotinho; Lombardini; Ventura Cambón;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490119-portuguesa-x-palmeiras-taca-r-monteiro-1949/
23/01/1949; Amistoso;Mário Alves de Mendonça; América-SP; Palmeiras;2;3; Oberdan; Palante; Gengo; Og Moreira; Túlio; Waldemar Fiúme; Lula; Xavier; Washington; Miltinho; Renato; Lombardini; Ventura Cambón;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490123-america-sp-x-palmeiras-amistoso-1949/
02/02/1949; Taça R.Monteiro;Pacaembu; Palmeiras; Fluminense;3;0; Oberdan; Lourenço; Gengo; Palante; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Xavier; Washington; Canhotinho; Lombardini; Ventura Cambón;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490202-palmeiras-x-fluminense-taca-r-monteiro-1949/
05/02/1949; Taça R.Monteiro;Pacaembu; Palmeiras; São Paulo;1;2; Oberdan; Gengo; Turcão; Og Moreira; Agripino; Túlio; Waldemar Fiúme; Lula; Xavier; Washington; Canhotinho; Lombardini; Ventura Cambón;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490205-palmeiras-x-spfc-taca-r-monteiro-1949/
13/02/1949; Amistoso;General Affonseca; Hepacaré; Palmeiras;0;3; Oberdan; Palante; Laercio; Lima; Túlio; Pixo; Gengo; Lula; Xavier; Harry; Washington; Renato; Oswaldinho; Lombardini; Ventura Cambón;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490213-hepacare-x-palmeiras-amistoso-1949/
20/02/1949; Amistoso;N/D; Prudentina; Palmeiras;2;2; Lourenço; Turcão; Gengo; Lima; Túlio; Waldemar Fiúme; Lula; Harry; Washington; Manduco; Lero; Renato; Lombardini; Ventura Cambón;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490220-prudentina-x-palmeiras-amistoso-1949/
13/03/1949; Amistoso;Cândido de Barros; Paulista de Araraquara; Palmeiras;0;5; Oberdan; Gengo; Turcão; Og Moreira; Túlio; Manduco; Lula; Ramon; Abelardo; Bóvio; Renato; Lima; Ventura Cambón;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490313-paulista-de-araraquara-x-palmeiras-amistoso-1949/
20/03/1949; Amistoso;Gilbertão; Linense; Palmeiras;0;6; Oberdan; Turcão; Gengo; Og Moreira; Túlio; Manduco; Lula; Ramon; Harry; Abelardo; Bóvio; Renato; Lima; Ventura Cambón;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490320-linense-x-palmeiras-amistoso-1949/
27/03/1949; Amistoso;Campo do Bosque; Taubaté; Palmeiras;1;3; Oberdan; Gengo; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Manduco; Lula; Ramon; Harry; Abelardo; Bóvio; Renato; Lima; Ventura Cambón;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490327-taubate-x-palmeiras-amistoso-1949/
03/04/1949; Amistoso;Estádio do Bairro da Saúde; Velo Clube; Palmeiras;0;4; Oberdan; Gengo; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Ramon; Harry; Abelardo; Renato; Bóvio; Lima; Ventura Cambón;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490403-velo-clube-x-palmeiras-amistoso-1949/
10/04/1949; Amistoso;Luís Pereira; Botafogo-SP; Palmeiras;1;6; Oberdan; Gengo; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Ramon; Harry; Abelardo; Bóvio; Lima; Ventura Cambón;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490410-botafogo-sp-x-palmeiras-amistoso-1949/
24/04/1949; Amistoso;Bento de Abreu; São Bento de Marília; Palmeiras;1;1; Oberdan; Lourenço; Gengo; Turcão; Og Moreira; Túlio; Waldemar Fiúme; Lula; Ramon; Abelardo; Bóvio; Lima; Ventura Cambón;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490424-sao-bento-de-marilia-x-palmeiras-amistoso-1949/
01/05/1949; Amistoso;Major Levy Sobrinho; Inter de Limeira; Palmeiras;2;2; Lourenço; Gengo; Turcão; Og Moreira; Túlio; Palante; Waldemar Fiúme; Rosinha; Ramon; Renato; Abelardo; Bóvio; Lima; Ventura Cambón;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490501-inter-de-limeira-x-palmeiras-amistoso-1949/
05/05/1949; Amistoso;Pacaembu; Palmeiras; Portuguesa;3;2; Lourenço; Gengo; Turcão; Og Moreira; Manduco; Waldemar Fiúme; Rosinha; Ramon; Harry; Abelardo; Lero; Renato; Bóvio; Lima; Ventura Cambón;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490505-palmeiras-x-portuguesa-amistoso-1949/
08/05/1949; Amistoso;Moisés Lucarelli; Ponte Preta; Palmeiras;1;2; Peter; Sarno; Turcão; Mexicano; Og Moreira; Manduco; Waldemar Fiúme; Rosinha; Harry; Washington; Bóvio; Lima; Renato; Ventura Cambón;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490508-ponte-preta-x-palmeiras-amistoso-1949/
14/05/1949; Amistoso;Pacaembu; Corinthians; Palmeiras;4;3; Pianowski; Sarno; Turcão; Mexicano; Manduco; Waldemar Fiúme; Rosinha; Harry; Abelardo; Washington; Bóvio; Renato; Lima; Ventura Cambón;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19490514-sccp-x-palmeiras-amistoso-1949/
